employee_id,area,home_lat,home_lon,pt_minutes,transfers,walk_minutes,modes,first_stop_name,first_stop_lat,first_stop_lon,route_ok,dist_km,car_minutes,car_cost_month_eur,savings_month_eur,time_band,time_ratio,adoption_score,adoption_class
E0280,Ahrensburg,53.68449,10.21518,80.0,3.0,21.0,BUS+SUBWAY,"Ahrensburg, Rosenweg",53.68381,10.222523,True,11.08,27.4,188.0,130.0,> 60 min,2.92,2.7,Low
E0281,Rahlstedt,53.58993,10.16773,72.0,2.0,22.0,BUS,Seniorensitz Am Hegen,53.59286,10.171597,True,13.37,31.8,227.0,169.0,> 60 min,2.26,37.4,Low
E0282,Barmbek-Nord,53.59425,10.04436,51.0,2.0,10.0,BUS,Hermann-Kauffmann-Straße,53.59439,10.044126,True,10.26,25.8,175.0,117.0,46–60 min,1.98,63.9,Medium
E0283,Bramfeld,53.61603,10.06964,77.0,4.0,22.0,BUS,Leeschenblick,53.61386,10.071399,True,7.98,21.4,136.0,78.0,> 60 min,3.6,0.0,Low
E0284,Bramfeld,53.63088,10.06204,54.0,1.0,24.0,METRO+BUS,Kornweg (Klein Borstel),53.632380000000005,10.053841,True,6.27,18.1,107.0,49.0,46–60 min,2.98,13.1,Low
E0285,Farmsen-Berne,53.62454,10.11375,65.0,2.0,24.0,BUS+METRO,Buddenbrookweg,53.62566,10.116854,True,8.18,21.8,139.0,81.0,> 60 min,2.98,5.4,Low
E0286,St. Pauli,53.54361,9.96356,86.0,2.0,22.0,SUBWAY+BUS,Landungsbrücken,53.5459,9.9713,True,16.82,38.4,286.0,228.0,> 60 min,2.24,33.2,Low
E0287,Rahlstedt,53.58693,10.14016,75.0,2.0,18.0,BUS,Berliner Platz,53.58403,10.140596,True,12.66,30.4,215.0,157.0,> 60 min,2.47,31.9,Low
E0288,Altona-Altstadt,53.55038,9.95033,91.0,4.0,28.0,BUS+SUBWAY,Gerichtstraße,53.555695,9.943217999999998,True,16.43,37.7,279.0,221.0,> 60 min,2.41,6.6,Low
E0289,Poppenbüttel,53.6534,10.09822,30.0,0.0,15.0,BUS,S Poppenbüttel (Wentzelplatz),53.6515,10.092366,True,5.0,15.6,85.0,27.0,≤ 30 min,1.92,62.8,Medium
E0290,Winterhude,53.60526,10.01838,48.0,1.0,16.0,BUS,U Alsterdorf,53.607162,10.012442000000002,True,9.23,23.8,157.0,99.0,46–60 min,2.02,63.0,Medium
E0291,Henstedt-Ulzburg,53.80035,10.00418,88.0,2.0,23.0,BUS,"Kisdorf, Grootredder",53.807766,10.007259,True,12.97,31.0,221.0,163.0,> 60 min,2.84,8.8,Low
E0292,Rahlstedt,53.57567,10.14988,80.0,2.0,19.0,BUS,Bekkamp,53.576256,10.143552,True,14.07,33.1,239.0,181.0,> 60 min,2.42,31.2,Low
E0293,Elmshorn,53.74533,9.65491,101.0,4.0,31.0,BUS+REGIONAL_RAIL,"Elmshorn, Reichenstraße (Ost)",53.748127,9.659494000000002,True,26.61,57.3,453.0,395.0,> 60 min,1.76,25.1,Low
E0294,Winterhude,53.59143,9.99787,66.0,2.0,20.0,BUS,Winterhuder Marktplatz,53.594723,9.999381,True,11.06,27.3,188.0,130.0,> 60 min,2.42,34.0,Low
E0295,Kaltenkirchen,53.85582,9.95728,120.0,3.0,43.0,BUS+SUBWAY,"Kaltenkirchen, Luise-Otto-Weg",53.841915,9.959873,True,19.73,44.1,336.0,278.0,> 60 min,2.72,0.0,Low
E0296,Pinneberg,53.65914,9.78528,68.0,2.0,13.0,BUS,"Pinneberg, Mühlenstraße",53.659534,9.78684,True,17.5,39.8,298.0,240.0,> 60 min,1.71,67.8,High
E0297,Glinde/Barsbüttel,53.54583,10.20011,108.0,3.0,29.0,BUS+SUBWAY+METRO,"Glinde, Havighorster Weg",53.540478,10.200981,True,18.62,41.9,317.0,259.0,> 60 min,2.58,0.0,Low
E0298,Norderstedt,53.70717,10.03983,42.0,1.0,34.0,BUS,"Glashütte, Hofweg",53.696740000000005,10.04904,True,2.34,10.5,40.0,-18.0,31–45 min,4.0,0.0,Low
E0299,Norderstedt,53.72636,10.01793,51.0,2.0,23.0,BUS,"Harkshörn, Harckesheyde (Ost)",53.723180000000006,10.023231,True,4.82,15.3,82.0,24.0,46–60 min,3.33,0.0,Low
E0300,Bergedorf,53.49607,10.1899,99.0,3.0,29.0,BUS+METRO,Moosberg (Pflegezentrum),53.4979,10.181990999999998,True,23.18,50.7,394.0,336.0,> 60 min,1.95,26.9,Low
E0301,Norderstedt,53.69859,10.03407,22.0,1.0,18.0,BUS,"Glashütte, Eiderstraße",53.693783,10.030058,True,1.59,9.1,27.0,-31.0,≤ 30 min,2.42,38.8,Low
E0302,Eimsbüttel,53.58193,9.95471,69.0,3.0,22.0,SUBWAY+BUS,Lutterothstraße,53.582058,9.947701,True,13.12,31.3,223.0,165.0,> 60 min,2.2,34.2,Low
E0303,Sasel,53.66098,10.11907,41.0,1.0,18.0,BUS,Schönsberg,53.659348,10.113898,True,5.53,16.7,94.0,36.0,31–45 min,2.46,40.3,Medium
E0304,Eilbek,53.574,10.04731,67.0,1.0,24.0,METRO+BUS,Friedrichsberg,53.576330000000006,10.057433,True,12.51,30.1,213.0,155.0,> 60 min,2.23,45.0,Medium
E0305,Ahrensburg,53.67044,10.23137,65.0,2.0,17.0,BUS,"Ahrensburg, An der Reitbahn",53.671787,10.235036,True,12.28,29.7,209.0,151.0,> 60 min,2.19,47.0,Medium
E0306,Hamm,53.53349,10.06129,109.0,3.0,36.0,BUS+METRO,Mühlenhagen,53.536633,10.067518,True,17.04,38.9,290.0,232.0,> 60 min,2.8,0.0,Low
E0307,Altona-Altstadt,53.52611,9.92845,129.0,5.0,23.0,BUS+METRO+SUBWAY,Container Terminal Burchardkai,53.526882,9.929789,True,19.48,43.6,331.0,273.0,> 60 min,2.96,0.0,Low
E0308,Wilhelmsburg,53.50042,10.01917,105.0,4.0,28.0,BUS+METRO+SUBWAY,Im Schönenfelde,53.500416,10.017670999999998,True,20.77,46.1,353.0,295.0,> 60 min,2.28,6.7,Low
E0309,Langenhorn,53.64721,9.99747,41.0,2.0,19.0,BUS,Samlandweg,53.648663,10.0031,True,5.45,16.5,93.0,35.0,31–45 min,2.48,32.1,Low
E0310,Eimsbüttel,53.58596,9.9458,68.0,3.0,21.0,SUBWAY+BUS,Lutterothstraße,53.582058,9.947701,True,13.02,31.1,221.0,163.0,> 60 min,2.19,35.8,Low
E0311,Hamm,53.5697,10.05698,60.0,1.0,15.0,METRO+BUS,Wandsbeker Chaussee,53.56973300000001,10.059975,True,13.01,31.1,221.0,163.0,46–60 min,1.93,66.9,High
E0312,St. Pauli,53.55204,9.97593,82.0,3.0,27.0,SUBWAY+BUS,Messehallen,53.5582,9.976734000000002,True,15.67,36.2,267.0,209.0,> 60 min,2.27,22.5,Low
E0313,Bramfeld,53.61631,10.05596,81.0,2.0,24.0,BUS,Gründgensstraße (Mitte),53.610203,10.061877,True,7.83,21.1,133.0,75.0,> 60 min,3.84,0.0,Low
E0314,Hoheluft,53.58245,9.97472,77.0,3.0,16.0,BUS+SUBWAY,Eppendorfer Weg (Ost),53.582176,9.971677,True,12.51,30.1,213.0,155.0,> 60 min,2.56,23.1,Low
E0315,Hoheluft,53.57618,9.97295,80.0,4.0,20.0,BUS+SUBWAY,Bogenstraße,53.57406,9.973006000000002,True,13.2,31.5,225.0,167.0,> 60 min,2.54,12.7,Low
E0316,Ohlsdorf,53.62055,10.03987,41.0,1.0,16.0,BUS,U S Ohlsdorf (Fuhlsbüttler Straße),53.621307,10.033319,True,7.35,20.2,125.0,67.0,31–45 min,2.03,61.0,Medium
E0317,Altona-Altstadt,53.54821,9.94229,90.0,5.0,27.0,METRO+BUS+SUBWAY,Königstraße,53.547794,9.944088,True,16.86,38.5,287.0,229.0,> 60 min,2.34,4.0,Low
E0318,Schnelsen,53.63204,9.92321,57.0,3.0,16.0,BUS,Frohmestraße (Mitte),53.63249,9.92121,True,10.16,25.6,173.0,115.0,46–60 min,2.23,40.2,Medium
E0319,Niendorf,53.62617,9.934,59.0,2.0,21.0,BUS,Wendlohstraße,53.629864,9.939724,True,10.02,25.3,170.0,112.0,46–60 min,2.33,37.5,Low
E0320,Bad Oldesloe,53.80058,10.39167,115.0,3.0,28.0,BUS+REGIONAL_RAIL,"Bad Oldesloe, Ratzeburger Straße",53.802406,10.399679,True,25.98,56.1,442.0,384.0,> 60 min,2.05,18.4,Low
E0321,Elmshorn,53.74988,9.63033,120.0,3.0,34.0,BUS+REGIONAL_RAIL,"Raa-Besenbek, Altendeich (Ost)",53.75209,9.627190999999998,True,28.31,60.6,482.0,424.0,> 60 min,1.98,13.9,Low
E0322,Hamm,53.55711,10.06219,72.0,2.0,20.0,BUS+METRO,Am Elisabethgehölz,53.55746499999999,10.062056000000002,True,14.42,33.8,245.0,187.0,> 60 min,2.13,44.1,Medium
E0323,Ohlsdorf,53.61582,10.0332,41.0,1.0,16.0,BUS,U S Ohlsdorf (Fuhlsbüttler Straße),53.621307,10.033319,True,7.91,21.3,135.0,77.0,31–45 min,1.92,66.1,High
E0324,Sasel,53.65962,10.11739,34.0,1.0,11.0,BUS,Schönsberg,53.659348,10.113898,True,5.52,16.6,94.0,36.0,31–45 min,2.05,62.2,Medium
E0325,Kaltenkirchen,53.84332,9.93753,89.0,3.0,33.0,REGIONAL_RAIL+BUS+SUBWAY,dodenhof,53.84441,9.939692,True,18.86,42.4,321.0,263.0,> 60 min,2.1,21.1,Low
E0326,Bergedorf,53.49297,10.20619,96.0,2.0,25.0,METRO+BUS,Bergedorf,53.489834,10.206170999999998,True,23.95,52.2,407.0,349.0,> 60 min,1.84,42.2,Medium
E0327,Norderstedt,53.69228,10.03229,16.0,1.0,12.0,BUS,"Glashütte, Eiderstraße",53.693783,10.030058,True,1.16,8.2,20.0,-38.0,≤ 30 min,1.95,62.1,Medium
E0328,Poppenbüttel,53.67231,10.10984,46.0,1.0,16.0,BUS,Mellingburgredder,53.66831600000001,10.106127999999998,True,4.43,14.5,75.0,17.0,46–60 min,3.17,13.2,Low
E0329,Wilhelmsburg,53.51078,10.00789,110.0,3.0,45.0,METRO+SUBWAY+BUS,Wilhelmsburg,53.49893600000001,10.007006,True,19.71,44.0,335.0,277.0,> 60 min,2.5,0.0,Low
E0330,Niendorf,53.62353,9.96227,62.0,3.0,22.0,BUS,Helvetierweg,53.626896,9.958912,True,8.96,23.3,152.0,94.0,> 60 min,2.66,15.0,Low
E0331,Wellingsbüttel,53.64173,10.08126,42.0,1.0,16.0,METRO+BUS,Wellingsbüttel,53.641327,10.082825,True,5.47,16.5,93.0,35.0,31–45 min,2.55,38.6,Low
E0332,Barmbek-Süd,53.58877,10.04334,57.0,1.0,16.0,METRO+BUS,Barmbek,53.58745999999999,10.044164,True,10.87,27.0,185.0,127.0,46–60 min,2.11,58.8,Medium
E0333,Schnelsen,53.62644,9.91403,61.0,3.0,17.0,BUS,Spanische Furt,53.62501500000001,9.91705,True,11.02,27.3,187.0,129.0,> 60 min,2.23,39.1,Low
E0334,Ahrensburg,53.68034,10.22605,63.0,2.0,20.0,BUS,"Ahrensburg, Jungborn",53.683586,10.231990999999995,True,11.81,28.8,201.0,143.0,> 60 min,2.19,44.9,Medium
E0335,Eimsbüttel,53.57772,9.96058,75.0,3.0,26.0,SUBWAY+BUS,Osterstraße,53.57608,9.951689000000002,True,13.37,31.8,227.0,169.0,> 60 min,2.36,22.4,Low
E0336,Wilhelmsburg,53.4905,10.02452,108.0,4.0,37.0,BUS+METRO+SUBWAY,Kirchdorfer Straße (Museum Elbinsel),53.49106,10.019,True,21.85,48.1,372.0,314.0,> 60 min,2.25,0.0,Low
E0337,Billstedt,53.54455,10.07629,90.0,2.0,30.0,BUS+METRO,Bauerberg,53.550457,10.077966,True,15.9,36.7,270.0,212.0,> 60 min,2.45,16.6,Low
E0338,Stellingen,53.60354,9.92159,86.0,4.0,27.0,BUS+SUBWAY,Wegenkamp,53.59873200000001,9.926267,True,12.39,29.9,211.0,153.0,> 60 min,2.88,0.0,Low
E0339,Billstedt,53.52014,10.07994,94.0,2.0,21.0,BUS+METRO,Andreas-Meyer-Straße (Mitte),53.518257,10.078199,True,18.63,41.9,317.0,259.0,> 60 min,2.24,31.3,Low
E0340,Bargteheide,53.71881,10.25675,80.0,2.0,24.0,BUS,"Bargteheide, Lohe",53.72476,10.25567,True,14.27,33.5,243.0,185.0,> 60 min,2.39,27.8,Low
E0341,Eimsbüttel,53.57281,9.94769,71.0,3.0,20.0,SUBWAY+BUS,Emilienstraße,53.57166699999999,9.952660000000002,True,14.24,33.5,242.0,184.0,> 60 min,2.12,38.3,Low
E0342,Bad Oldesloe,53.8172,10.37944,111.0,3.0,30.0,BUS+REGIONAL_RAIL,"Bad Oldesloe, Lübecker Straße",53.81089399999999,10.376584000000005,True,26.25,56.6,447.0,389.0,> 60 min,1.96,21.4,Low
E0343,Norderstedt,53.70506,10.02049,32.0,1.0,18.0,BUS,"Harksheide, Schützenwall",53.7077,10.02307,True,2.7,11.2,46.0,-12.0,31–45 min,2.86,22.1,Low
E0344,Harburg,53.46616,9.94927,112.0,4.0,36.0,BUS+METRO+SUBWAY,Lohmannsweg,53.464214,9.957645,True,25.34,54.9,431.0,373.0,> 60 min,2.04,6.1,Low
E0345,Norderstedt,53.69417,9.95419,73.0,1.0,52.0,BUS,"Garstedt, Schierkamp",53.68692,9.952812000000002,True,6.17,17.9,105.0,47.0,> 60 min,4.08,0.0,Low
E0346,Norderstedt,53.70058,10.00988,45.0,2.0,24.0,BUS,"Harksheide, Markt",53.70448,10.009047,True,2.9,11.6,49.0,-9.0,31–45 min,3.88,0.0,Low
E0347,Bad Oldesloe,53.82146,10.393,138.0,2.0,65.0,REGIONAL_RAIL+BUS,Bad Oldesloe,53.80539,10.382541000000002,True,27.25,58.6,464.0,406.0,> 60 min,2.35,0.0,Low
E0348,Bramfeld,53.61703,10.06399,80.0,2.0,20.0,BUS,Borchertring,53.614933,10.067572,True,7.81,21.1,133.0,75.0,> 60 min,3.79,0.0,Low
E0349,Steilshoop,53.61291,10.05293,68.0,3.0,20.0,BUS,Fritz-Flinte-Ring,53.61066399999999,10.049317999999998,True,8.19,21.8,139.0,81.0,> 60 min,3.12,0.0,Low
E0350,Billstedt,53.53998,10.11893,89.0,2.0,17.0,BUS,An der Schleemer Mühle,53.537064,10.116369,True,16.97,38.7,289.0,231.0,> 60 min,2.3,34.4,Low
